opportunity_id,account_id,account_name,segment,industry,account_region,rep_id,rep_name,lead_source,stage,amount,created_date,close_date,fiscal_quarter,is_won,is_closed,sales_cycle_days,won_amount,lost_amount,open_pipeline_amount
O01743,A0547,Account 0547,Mid-Market,Logistics,East,R003,Riley Garcia,Inbound,Closed Lost,65200.0,2025-04-18,2025-08-11,2025-Q3,false,true,115,0.0,65200.0,0.0
O01744,A0192,Account 0192,Mid-Market,Logistics,East,R006,Taylor Larsson,Outbound,Closed Lost,71000.0,2024-01-09,2024-04-04,2024-Q2,false,true,86,0.0,71000.0,0.0
O01745,A0022,Account 0022,SMB,Retail,East,R021,Marlowe Silva,Outbound,Closed Won,8900.0,2025-05-31,2025-06-17,2025-Q2,true,true,17,8900.0,0.0,0.0
O01746,A0136,Account 0136,Mid-Market,Retail,Central,R006,Taylor Larsson,Inbound,Prospecting,53600.0,2025-09-15,,2025-Q3,false,false,,0.0,0.0,53600.0
O01747,A0255,Account 0255,SMB,Energy,East,R008,Quinn Kim,Outbound,Closed Won,14300.0,2025-10-17,2025-12-08,2025-Q4,true,true,52,14300.0,0.0,0.0
O01748,A0001,Account 0001,SMB,Retail,West,R011,Sky Haddad,Outbound,Closed Lost,15000.0,2025-04-16,2025-06-02,2025-Q2,false,true,47,0.0,15000.0,0.0
O01749,A0555,Account 0555,SMB,Financial Services,West,R015,Rowan Andersen,Outbound,Closed Lost,17400.0,2025-06-21,2025-08-03,2025-Q3,false,true,43,0.0,17400.0,0.0
O01750,A0592,Account 0592,SMB,Financial Services,East,R015,Rowan Andersen,Event,Closed Won,17100.0,2024-09-14,2024-10-31,2024-Q4,true,true,47,17100.0,0.0,0.0
O01751,A0130,Account 0130,SMB,Logistics,Central,R002,Jordan Patel,Inbound,Closed Lost,12000.0,2024-07-30,2024-08-17,2024-Q3,false,true,18,0.0,12000.0,0.0
O01752,A0423,Account 0423,Enterprise,Manufacturing,East,R020,Elliot Mori,Inbound,Closed Lost,199600.0,2025-01-19,2025-07-04,2025-Q3,false,true,166,0.0,199600.0,0.0
O01753,A0017,Account 0017,Enterprise,Financial Services,West,R017,Parker Schmidt,Partner,Closed Lost,224000.0,2025-03-21,2025-07-26,2025-Q3,false,true,127,0.0,224000.0,0.0
O01754,A0144,Account 0144,Enterprise,Manufacturing,East,R020,Elliot Mori,Referral,Closed Lost,125500.0,2025-02-09,2025-07-11,2025-Q3,false,true,152,0.0,125500.0,0.0
O01755,A0259,Account 0259,SMB,Healthcare,Central,R018,Sawyer Walsh,Inbound,Closed Lost,13700.0,2025-02-12,2025-03-27,2025-Q1,false,true,43,0.0,13700.0,0.0
O01756,A0134,Account 0134,SMB,Retail,Central,R015,Rowan Andersen,Referral,Closed Lost,17200.0,2024-02-22,2024-03-22,2024-Q1,false,true,29,0.0,17200.0,0.0
O01757,A0303,Account 0303,SMB,Energy,Central,R012,Devon Costa,Partner,Closed Lost,10000.0,2024-02-24,2024-03-31,2024-Q1,false,true,36,0.0,10000.0,0.0
O01758,A0444,Account 0444,SMB,Healthcare,East,R005,Morgan Okafor,Outbound,Closed Lost,8300.0,2025-09-04,2025-10-06,2025-Q4,false,true,32,0.0,8300.0,0.0
O01759,A0491,Account 0491,SMB,Healthcare,East,R005,Morgan Okafor,Inbound,Closed Lost,5900.0,2024-12-26,2025-01-30,2025-Q1,false,true,35,0.0,5900.0,0.0
O01760,A0104,Account 0104,SMB,Technology,East,R008,Quinn Kim,Partner,Closed Lost,3900.0,2025-07-29,2025-08-29,2025-Q3,false,true,31,0.0,3900.0,0.0
O01761,A0381,Account 0381,SMB,Healthcare,West,R002,Jordan Patel,Outbound,Closed Lost,8000.0,2025-04-04,2025-05-13,2025-Q2,false,true,39,0.0,8000.0,0.0
O01762,A0335,Account 0335,Mid-Market,Education,East,R007,Casey Rossi,Event,Closed Lost,67700.0,2025-01-11,2025-03-03,2025-Q1,false,true,51,0.0,67700.0,0.0
O01763,A0500,Account 0500,Mid-Market,Education,East,R013,Hayden Novak,Partner,Closed Lost,59300.0,2025-06-10,2025-07-29,2025-Q3,false,true,49,0.0,59300.0,0.0
O01764,A0519,Account 0519,SMB,Manufacturing,Central,R005,Morgan Okafor,Partner,Closed Lost,8000.0,2024-06-06,2024-07-14,2024-Q3,false,true,38,0.0,8000.0,0.0
O01765,A0274,Account 0274,SMB,Education,East,R008,Quinn Kim,Outbound,Closed Lost,4400.0,2024-05-25,2024-06-20,2024-Q2,false,true,26,0.0,4400.0,0.0
O01766,A0043,Account 0043,SMB,Education,West,R002,Jordan Patel,Outbound,Closed Won,17300.0,2024-11-06,2024-11-20,2024-Q4,true,true,14,17300.0,0.0,0.0
O01767,A0428,Account 0428,Mid-Market,Manufacturing,Central,R004,Cameron Cohen,Inbound,Closed Lost,53200.0,2025-03-13,2025-07-06,2025-Q3,false,true,115,0.0,53200.0,0.0
O01768,A0068,Account 0068,Mid-Market,Retail,Central,R004,Cameron Cohen,Inbound,Closed Lost,63100.0,2024-02-08,2024-04-26,2024-Q2,false,true,78,0.0,63100.0,0.0
O01769,A0170,Account 0170,Enterprise,Healthcare,East,R020,Elliot Mori,Outbound,Closed Lost,294200.0,2024-04-26,2024-08-14,2024-Q3,false,true,110,0.0,294200.0,0.0
O01770,A0382,Account 0382,SMB,Healthcare,West,R018,Sawyer Walsh,Event,Closed Lost,11400.0,2024-09-21,2024-11-10,2024-Q4,false,true,50,0.0,11400.0,0.0
O01771,A0339,Account 0339,SMB,Energy,West,R024,Wren Park,Event,Closed Lost,10900.0,2025-11-11,2025-12-15,2025-Q4,false,true,34,0.0,10900.0,0.0
O01772,A0533,Account 0533,SMB,Financial Services,Central,R024,Wren Park,Event,Closed Won,14700.0,2024-10-12,2024-12-03,2024-Q4,true,true,52,14700.0,0.0,0.0
O01773,A0445,Account 0445,Enterprise,Healthcare,West,R020,Elliot Mori,Referral,Closed Lost,380800.0,2024-10-05,2025-03-28,2025-Q1,false,true,174,0.0,380800.0,0.0
O01774,A0415,Account 0415,SMB,Retail,East,R002,Jordan Patel,Event,Closed Won,15000.0,2025-08-28,2025-09-30,2025-Q3,true,true,33,15000.0,0.0,0.0
O01775,A0569,Account 0569,SMB,Healthcare,Central,R009,Drew Mbeki,Inbound,Closed Won,10000.0,2024-08-12,2024-09-10,2024-Q3,true,true,29,10000.0,0.0,0.0
O01776,A0556,Account 0556,Mid-Market,Technology,East,R016,Logan Reyes,Inbound,Closed Lost,64000.0,2025-01-06,2025-04-13,2025-Q2,false,true,97,0.0,64000.0,0.0
O01777,A0084,Account 0084,SMB,Technology,Central,R009,Drew Mbeki,Inbound,Closed Lost,10200.0,2024-06-15,2024-08-07,2024-Q3,false,true,53,0.0,10200.0,0.0
O01778,A0322,Account 0322,Enterprise,Education,East,R017,Parker Schmidt,Outbound,Closed Won,340800.0,2025-03-22,2025-10-01,2025-Q4,true,true,193,340800.0,0.0,0.0
O01779,A0032,Account 0032,SMB,Retail,Central,R012,Devon Costa,Referral,Closed Lost,7600.0,2025-01-14,2025-02-04,2025-Q1,false,true,21,0.0,7600.0,0.0
O01780,A0406,Account 0406,Mid-Market,Logistics,Central,R019,Blake Fischer,Inbound,Closed Won,44700.0,2024-08-07,2024-11-11,2024-Q4,true,true,96,44700.0,0.0,0.0
O01781,A0169,Account 0169,SMB,Education,East,R012,Devon Costa,Inbound,Closed Lost,7900.0,2024-06-12,2024-08-03,2024-Q3,false,true,52,0.0,7900.0,0.0
O01782,A0085,Account 0085,SMB,Retail,Central,R005,Morgan Okafor,Inbound,Closed Lost,11100.0,2024-01-09,2024-02-01,2024-Q1,false,true,23,0.0,11100.0,0.0
O01783,A0156,Account 0156,SMB,Energy,Central,R002,Jordan Patel,Referral,Closed Won,5700.0,2024-01-03,2024-02-16,2024-Q1,true,true,44,5700.0,0.0,0.0
O01784,A0376,Account 0376,Mid-Market,Manufacturing,West,R023,Tatum Adeyemi,Inbound,Closed Won,23400.0,2024-12-31,2025-04-28,2025-Q2,true,true,118,23400.0,0.0,0.0
O01785,A0103,Account 0103,Enterprise,Retail,West,R017,Parker Schmidt,Event,Closed Lost,396200.0,2025-08-19,2025-12-08,2025-Q4,false,true,111,0.0,396200.0,0.0
O01786,A0197,Account 0197,Mid-Market,Financial Services,West,R004,Cameron Cohen,Outbound,Closed Lost,24700.0,2025-02-04,2025-05-22,2025-Q2,false,true,107,0.0,24700.0,0.0
O01787,A0539,Account 0539,Enterprise,Healthcare,West,R017,Parker Schmidt,Inbound,Closed Lost,124400.0,2025-09-19,2026-02-28,2026-Q1,false,true,162,0.0,124400.0,0.0
O01788,A0528,Account 0528,Enterprise,Technology,Central,R017,Parker Schmidt,Event,Closed Won,300500.0,2025-05-23,2025-10-17,2025-Q4,true,true,147,300500.0,0.0,0.0
O01789,A0167,Account 0167,Enterprise,Financial Services,Central,R020,Elliot Mori,Partner,Closed Lost,384500.0,2025-04-08,2025-10-06,2025-Q4,false,true,181,0.0,384500.0,0.0
O01790,A0411,Account 0411,Mid-Market,Manufacturing,East,R013,Hayden Novak,Outbound,Closed Won,59300.0,2024-08-28,2024-11-20,2024-Q4,true,true,84,59300.0,0.0,0.0
O01791,A0159,Account 0159,SMB,Healthcare,Central,R002,Jordan Patel,Inbound,Closed Won,11800.0,2024-03-22,2024-04-08,2024-Q2,true,true,17,11800.0,0.0,0.0
O01792,A0460,Account 0460,SMB,Logistics,East,R008,Quinn Kim,Partner,Closed Lost,4100.0,2024-06-01,2024-07-31,2024-Q3,false,true,60,0.0,4100.0,0.0
O01793,A0594,Account 0594,SMB,Manufacturing,West,R009,Drew Mbeki,Partner,Closed Lost,9100.0,2025-05-08,2025-06-18,2025-Q2,false,true,41,0.0,9100.0,0.0
O01794,A0566,Account 0566,SMB,Retail,West,R022,Shay Volkov,Inbound,Closed Lost,6100.0,2024-11-05,2025-01-03,2025-Q1,false,true,59,0.0,6100.0,0.0
O01795,A0161,Account 0161,SMB,Logistics,Central,R015,Rowan Andersen,Event,Closed Won,4000.0,2024-07-15,2024-08-20,2024-Q3,true,true,36,4000.0,0.0,0.0
O01796,A0259,Account 0259,SMB,Healthcare,Central,R015,Rowan Andersen,Event,Closed Lost,10000.0,2024-07-10,2024-08-24,2024-Q3,false,true,45,0.0,10000.0,0.0
O01797,A0332,Account 0332,Enterprise,Retail,Central,R020,Elliot Mori,Partner,Closed Lost,318500.0,2024-05-16,2024-11-05,2024-Q4,false,true,173,0.0,318500.0,0.0
O01798,A0581,Account 0581,SMB,Healthcare,West,R008,Quinn Kim,Outbound,Closed Lost,17300.0,2024-01-08,2024-02-01,2024-Q1,false,true,24,0.0,17300.0,0.0
O01799,A0343,Account 0343,SMB,Retail,West,R008,Quinn Kim,Referral,Closed Lost,6600.0,2024-02-13,2024-03-06,2024-Q1,false,true,22,0.0,6600.0,0.0
O01800,A0208,Account 0208,SMB,Manufacturing,West,R008,Quinn Kim,Partner,Closed Lost,14600.0,2025-03-03,2025-03-19,2025-Q1,false,true,16,0.0,14600.0,0.0
O01801,A0382,Account 0382,SMB,Healthcare,West,R012,Devon Costa,Outbound,Closed Lost,10200.0,2024-01-03,2024-01-23,2024-Q1,false,true,20,0.0,10200.0,0.0
O01802,A0217,Account 0217,SMB,Education,Central,R008,Quinn Kim,Outbound,Closed Lost,12900.0,2024-12-06,2025-02-01,2025-Q1,false,true,57,0.0,12900.0,0.0
O01803,A0544,Account 0544,Mid-Market,Retail,Central,R013,Hayden Novak,Outbound,Closed Lost,56000.0,2025-06-25,2025-10-23,2025-Q4,false,true,120,0.0,56000.0,0.0
O01804,A0041,Account 0041,SMB,Education,West,R018,Sawyer Walsh,Outbound,Closed Lost,7400.0,2025-08-28,2025-10-16,2025-Q4,false,true,49,0.0,7400.0,0.0
O01805,A0292,Account 0292,SMB,Financial Services,Central,R012,Devon Costa,Inbound,Closed Lost,11800.0,2024-01-19,2024-02-28,2024-Q1,false,true,40,0.0,11800.0,0.0
O01806,A0428,Account 0428,Mid-Market,Manufacturing,Central,R014,Emerson Ibrahim,Outbound,Closed Lost,32300.0,2025-09-15,2026-01-11,2026-Q1,false,true,118,0.0,32300.0,0.0
O01807,A0308,Account 0308,SMB,Manufacturing,East,R024,Wren Park,Outbound,Closed Lost,13000.0,2024-02-09,2024-03-08,2024-Q1,false,true,28,0.0,13000.0,0.0
O01808,A0005,Account 0005,Enterprise,Energy,West,R017,Parker Schmidt,Outbound,Closed Lost,384600.0,2024-02-11,2024-07-06,2024-Q3,false,true,146,0.0,384600.0,0.0
O01809,A0441,Account 0441,SMB,Retail,Central,R002,Jordan Patel,Referral,Closed Lost,11000.0,2024-03-18,2024-04-18,2024-Q2,false,true,31,0.0,11000.0,0.0
O01810,A0017,Account 0017,Enterprise,Financial Services,West,R020,Elliot Mori,Outbound,Closed Lost,238900.0,2025-09-06,2025-12-18,2025-Q4,false,true,103,0.0,238900.0,0.0
O01811,A0119,Account 0119,SMB,Retail,Central,R009,Drew Mbeki,Partner,Closed Won,13900.0,2025-02-02,2025-03-23,2025-Q1,true,true,49,13900.0,0.0,0.0
O01812,A0015,Account 0015,SMB,Healthcare,East,R024,Wren Park,Outbound,Closed Won,7900.0,2025-03-15,2025-04-03,2025-Q2,true,true,19,7900.0,0.0,0.0
O01813,A0102,Account 0102,SMB,Technology,East,R008,Quinn Kim,Outbound,Closed Lost,12900.0,2024-09-21,2024-10-15,2024-Q4,false,true,24,0.0,12900.0,0.0
O01814,A0437,Account 0437,Enterprise,Energy,West,R017,Parker Schmidt,Inbound,Closed Lost,111200.0,2024-06-16,2024-12-15,2024-Q4,false,true,182,0.0,111200.0,0.0
O01815,A0556,Account 0556,Mid-Market,Technology,East,R016,Logan Reyes,Inbound,Closed Won,22700.0,2025-10-16,2025-12-08,2025-Q4,true,true,53,22700.0,0.0,0.0
O01816,A0004,Account 0004,SMB,Education,West,R009,Drew Mbeki,Outbound,Closed Won,17500.0,2024-03-08,2024-04-08,2024-Q2,true,true,31,17500.0,0.0,0.0
O01817,A0125,Account 0125,SMB,Energy,Central,R021,Marlowe Silva,Outbound,Closed Lost,10700.0,2025-07-01,2025-08-13,2025-Q3,false,true,43,0.0,10700.0,0.0
O01818,A0086,Account 0086,SMB,Logistics,Central,R012,Devon Costa,Outbound,Closed Lost,5600.0,2024-04-04,2024-05-10,2024-Q2,false,true,36,0.0,5600.0,0.0
O01819,A0257,Account 0257,SMB,Healthcare,Central,R002,Jordan Patel,Outbound,Closed Won,17900.0,2025-09-27,2025-10-16,2025-Q4,true,true,19,17900.0,0.0,0.0
O01820,A0535,Account 0535,SMB,Financial Services,East,R021,Marlowe Silva,Outbound,Closed Lost,17900.0,2024-07-17,2024-08-30,2024-Q3,false,true,44,0.0,17900.0,0.0
O01821,A0349,Account 0349,SMB,Healthcare,West,R015,Rowan Andersen,Outbound,Closed Lost,15100.0,2025-03-18,2025-04-07,2025-Q2,false,true,20,0.0,15100.0,0.0
O01822,A0172,Account 0172,Mid-Market,Financial Services,Central,R006,Taylor Larsson,Inbound,Negotiation,66000.0,2025-09-27,,2025-Q3,false,false,,0.0,0.0,66000.0
O01823,A0507,Account 0507,SMB,Logistics,East,R021,Marlowe Silva,Event,Closed Lost,7800.0,2025-04-13,2025-05-21,2025-Q2,false,true,38,0.0,7800.0,0.0
O01824,A0038,Account 0038,Enterprise,Retail,East,R020,Elliot Mori,Partner,Closed Won,262700.0,2024-07-11,2024-10-09,2024-Q4,true,true,90,262700.0,0.0,0.0
O01825,A0382,Account 0382,SMB,Healthcare,West,R024,Wren Park,Inbound,Closed Won,14200.0,2024-12-12,2025-01-21,2025-Q1,true,true,40,14200.0,0.0,0.0
O01826,A0475,Account 0475,SMB,Manufacturing,West,R005,Morgan Okafor,Inbound,Closed Lost,11900.0,2024-05-17,2024-06-06,2024-Q2,false,true,20,0.0,11900.0,0.0
O01827,A0140,Account 0140,SMB,Healthcare,Central,R018,Sawyer Walsh,Outbound,Closed Lost,17900.0,2025-05-21,2025-07-09,2025-Q3,false,true,49,0.0,17900.0,0.0
O01828,A0034,Account 0034,Mid-Market,Energy,West,R023,Tatum Adeyemi,Inbound,Closed Lost,37300.0,2024-11-20,2025-02-04,2025-Q1,false,true,76,0.0,37300.0,0.0
O01829,A0110,Account 0110,SMB,Energy,West,R002,Jordan Patel,Inbound,Closed Won,17500.0,2024-11-03,2024-12-29,2024-Q4,true,true,56,17500.0,0.0,0.0
O01830,A0389,Account 0389,Mid-Market,Retail,West,R004,Cameron Cohen,Referral,Closed Lost,70700.0,2024-10-14,2025-01-10,2025-Q1,false,true,88,0.0,70700.0,0.0
O01831,A0373,Account 0373,SMB,Logistics,Central,R005,Morgan Okafor,Inbound,Closed Lost,14100.0,2025-05-25,2025-06-27,2025-Q2,false,true,33,0.0,14100.0,0.0
O01832,A0292,Account 0292,SMB,Financial Services,Central,R012,Devon Costa,Outbound,Closed Won,4400.0,2024-07-08,2024-09-05,2024-Q3,true,true,59,4400.0,0.0,0.0
O01833,A0103,Account 0103,Enterprise,Retail,West,R020,Elliot Mori,Inbound,Closed Lost,391900.0,2024-04-26,2024-08-18,2024-Q3,false,true,114,0.0,391900.0,0.0
O01834,A0127,Account 0127,SMB,Healthcare,West,R008,Quinn Kim,Inbound,Closed Won,11700.0,2025-08-13,2025-09-09,2025-Q3,true,true,27,11700.0,0.0,0.0
O01835,A0319,Account 0319,SMB,Financial Services,Central,R021,Marlowe Silva,Outbound,Closed Lost,15200.0,2025-07-08,2025-07-27,2025-Q3,false,true,19,0.0,15200.0,0.0
O01836,A0560,Account 0560,SMB,Healthcare,Central,R011,Sky Haddad,Partner,Closed Lost,7500.0,2025-07-19,2025-09-13,2025-Q3,false,true,56,0.0,7500.0,0.0
O01837,A0042,Account 0042,Enterprise,Financial Services,West,R020,Elliot Mori,Inbound,Closed Lost,290500.0,2025-03-06,2025-06-27,2025-Q2,false,true,113,0.0,290500.0,0.0
O01838,A0071,Account 0071,Mid-Market,Education,Central,R003,Riley Garcia,Outbound,Closed Lost,24600.0,2025-08-25,2025-10-09,2025-Q4,false,true,45,0.0,24600.0,0.0
O01839,A0370,Account 0370,SMB,Technology,West,R015,Rowan Andersen,Outbound,Closed Lost,7000.0,2025-07-08,2025-07-28,2025-Q3,false,true,20,0.0,7000.0,0.0
O01840,A0254,Account 0254,Enterprise,Education,East,R017,Parker Schmidt,Partner,Closed Lost,139200.0,2024-12-08,2025-04-20,2025-Q2,false,true,133,0.0,139200.0,0.0
O01841,A0107,Account 0107,SMB,Education,East,R024,Wren Park,Inbound,Closed Lost,6300.0,2024-01-18,2024-03-02,2024-Q1,false,true,44,0.0,6300.0,0.0
O01842,A0522,Account 0522,SMB,Retail,Central,R009,Drew Mbeki,Outbound,Closed Lost,13200.0,2025-02-21,2025-03-07,2025-Q1,false,true,14,0.0,13200.0,0.0
O01843,A0193,Account 0193,SMB,Financial Services,Central,R018,Sawyer Walsh,Partner,Closed Won,3900.0,2025-07-14,2025-08-12,2025-Q3,true,true,29,3900.0,0.0,0.0
O01844,A0198,Account 0198,Enterprise,Financial Services,West,R020,Elliot Mori,Referral,Closed Lost,209400.0,2024-12-18,2025-04-21,2025-Q2,false,true,124,0.0,209400.0,0.0
O01845,A0295,Account 0295,Mid-Market,Financial Services,East,R007,Casey Rossi,Outbound,Closed Won,61800.0,2024-09-12,2024-11-11,2024-Q4,true,true,60,61800.0,0.0,0.0
O01846,A0002,Account 0002,Enterprise,Retail,East,R017,Parker Schmidt,Outbound,Closed Lost,319000.0,2025-02-19,2025-07-07,2025-Q3,false,true,138,0.0,319000.0,0.0
O01847,A0595,Account 0595,Enterprise,Logistics,East,R017,Parker Schmidt,Partner,Closed Won,122400.0,2025-11-18,2026-04-20,2026-Q2,true,true,153,122400.0,0.0,0.0
O01848,A0074,Account 0074,SMB,Retail,West,R024,Wren Park,Inbound,Closed Won,17500.0,2025-02-08,2025-03-02,2025-Q1,true,true,22,17500.0,0.0,0.0
O01849,A0003,Account 0003,SMB,Healthcare,Central,R024,Wren Park,Outbound,Closed Lost,4700.0,2024-08-03,2024-10-01,2024-Q4,false,true,59,0.0,4700.0,0.0
O01850,A0350,Account 0350,Mid-Market,Logistics,Central,R006,Taylor Larsson,Inbound,Closed Lost,27100.0,2025-04-02,2025-06-04,2025-Q2,false,true,63,0.0,27100.0,0.0
O01851,A0378,Account 0378,SMB,Financial Services,Central,R012,Devon Costa,Outbound,Closed Lost,12900.0,2025-02-24,2025-04-03,2025-Q2,false,true,38,0.0,12900.0,0.0
O01852,A0207,Account 0207,SMB,Retail,Central,R024,Wren Park,Partner,Closed Won,8800.0,2024-05-29,2024-06-25,2024-Q2,true,true,27,8800.0,0.0,0.0
O01853,A0249,Account 0249,SMB,Manufacturing,West,R018,Sawyer Walsh,Outbound,Closed Won,9600.0,2025-05-15,2025-06-15,2025-Q2,true,true,31,9600.0,0.0,0.0
O01854,A0163,Account 0163,SMB,Energy,East,R002,Jordan Patel,Inbound,Closed Won,10900.0,2024-03-02,2024-04-14,2024-Q2,true,true,43,10900.0,0.0,0.0
O01855,A0295,Account 0295,Mid-Market,Financial Services,East,R004,Cameron Cohen,Outbound,Closed Lost,29000.0,2024-10-17,2025-01-05,2025-Q1,false,true,80,0.0,29000.0,0.0
O01856,A0543,Account 0543,Enterprise,Manufacturing,West,R017,Parker Schmidt,Inbound,Proposal,191300.0,2025-08-23,,2025-Q3,false,false,,0.0,0.0,191300.0
O01857,A0489,Account 0489,SMB,Logistics,East,R015,Rowan Andersen,Inbound,Closed Lost,10200.0,2024-10-03,2024-10-27,2024-Q4,false,true,24,0.0,10200.0,0.0
O01858,A0241,Account 0241,Mid-Market,Technology,Central,R023,Tatum Adeyemi,Outbound,Closed Lost,31600.0,2025-05-12,2025-08-14,2025-Q3,false,true,94,0.0,31600.0,0.0
O01859,A0149,Account 0149,Mid-Market,Healthcare,East,R003,Riley Garcia,Inbound,Closed Lost,50400.0,2024-10-01,2025-01-01,2025-Q1,false,true,92,0.0,50400.0,0.0
O01860,A0529,Account 0529,Enterprise,Financial Services,West,R020,Elliot Mori,Inbound,Closed Lost,100100.0,2025-02-17,2025-05-23,2025-Q2,false,true,95,0.0,100100.0,0.0
O01861,A0290,Account 0290,Mid-Market,Logistics,West,R007,Casey Rossi,Referral,Closed Lost,71100.0,2024-09-07,2025-01-01,2025-Q1,false,true,116,0.0,71100.0,0.0
O01862,A0188,Account 0188,SMB,Technology,Central,R024,Wren Park,Inbound,Closed Lost,3100.0,2025-05-23,2025-07-09,2025-Q3,false,true,47,0.0,3100.0,0.0
O01863,A0568,Account 0568,Enterprise,Retail,West,R020,Elliot Mori,Event,Qualification,80500.0,2025-08-04,,2025-Q3,false,false,,0.0,0.0,80500.0
O01864,A0258,Account 0258,Enterprise,Financial Services,East,R020,Elliot Mori,Outbound,Closed Lost,281200.0,2025-08-23,2026-01-11,2026-Q1,false,true,141,0.0,281200.0,0.0
O01865,A0366,Account 0366,Mid-Market,Energy,East,R003,Riley Garcia,Inbound,Closed Lost,56700.0,2025-01-24,2025-05-09,2025-Q2,false,true,105,0.0,56700.0,0.0
O01866,A0345,Account 0345,Enterprise,Education,West,R020,Elliot Mori,Outbound,Closed Lost,250400.0,2025-04-27,2025-09-25,2025-Q3,false,true,151,0.0,250400.0,0.0
O01867,A0576,Account 0576,Enterprise,Financial Services,West,R017,Parker Schmidt,Outbound,Closed Won,260900.0,2024-03-19,2024-07-13,2024-Q3,true,true,116,260900.0,0.0,0.0
O01868,A0045,Account 0045,Mid-Market,Technology,East,R006,Taylor Larsson,Inbound,Closed Lost,51200.0,2025-04-23,2025-07-29,2025-Q3,false,true,97,0.0,51200.0,0.0
O01869,A0562,Account 0562,Mid-Market,Financial Services,West,R014,Emerson Ibrahim,Inbound,Closed Won,63800.0,2024-05-18,2024-07-30,2024-Q3,true,true,73,63800.0,0.0,0.0
O01870,A0263,Account 0263,SMB,Manufacturing,Central,R002,Jordan Patel,Outbound,Closed Won,4800.0,2025-08-24,2025-10-03,2025-Q4,true,true,40,4800.0,0.0,0.0
O01871,A0461,Account 0461,Mid-Market,Manufacturing,East,R006,Taylor Larsson,Inbound,Closed Lost,75300.0,2024-04-05,2024-07-02,2024-Q3,false,true,88,0.0,75300.0,0.0
O01872,A0257,Account 0257,SMB,Healthcare,Central,R022,Shay Volkov,Outbound,Closed Won,17100.0,2025-07-03,2025-08-26,2025-Q3,true,true,54,17100.0,0.0,0.0
O01873,A0284,Account 0284,Mid-Market,Financial Services,West,R016,Logan Reyes,Referral,Closed Lost,75400.0,2024-06-20,2024-08-04,2024-Q3,false,true,45,0.0,75400.0,0.0
O01874,A0422,Account 0422,SMB,Technology,Central,R012,Devon Costa,Outbound,Closed Won,10600.0,2024-04-12,2024-05-01,2024-Q2,true,true,19,10600.0,0.0,0.0
O01875,A0001,Account 0001,SMB,Retail,West,R015,Rowan Andersen,Inbound,Closed Lost,14300.0,2024-12-23,2025-01-28,2025-Q1,false,true,36,0.0,14300.0,0.0
O01876,A0100,Account 0100,Mid-Market,Retail,Central,R023,Tatum Adeyemi,Event,Closed Won,59400.0,2025-08-08,2025-09-24,2025-Q3,true,true,47,59400.0,0.0,0.0
O01877,A0240,Account 0240,SMB,Retail,Central,R002,Jordan Patel,Inbound,Closed Won,15400.0,2024-07-02,2024-07-28,2024-Q3,true,true,26,15400.0,0.0,0.0
O01878,A0063,Account 0063,SMB,Education,Central,R024,Wren Park,Partner,Closed Won,12300.0,2025-04-05,2025-05-03,2025-Q2,true,true,28,12300.0,0.0,0.0
O01879,A0210,Account 0210,Mid-Market,Healthcare,West,R010,Reese Dubois,Event,Closed Lost,69800.0,2025-10-04,2025-12-26,2025-Q4,false,true,83,0.0,69800.0,0.0
O01880,A0163,Account 0163,SMB,Energy,East,R018,Sawyer Walsh,Inbound,Closed Won,5600.0,2025-01-22,2025-02-05,2025-Q1,true,true,14,5600.0,0.0,0.0
O01881,A0431,Account 0431,Mid-Market,Healthcare,West,R003,Riley Garcia,Inbound,Closed Won,31100.0,2024-03-27,2024-05-31,2024-Q2,true,true,65,31100.0,0.0,0.0
O01882,A0235,Account 0235,SMB,Financial Services,West,R008,Quinn Kim,Partner,Closed Lost,10800.0,2024-09-29,2024-11-27,2024-Q4,false,true,59,0.0,10800.0,0.0
O01883,A0600,Account 0600,SMB,Healthcare,West,R012,Devon Costa,Partner,Closed Lost,15400.0,2025-04-08,2025-05-02,2025-Q2,false,true,24,0.0,15400.0,0.0
O01884,A0221,Account 0221,SMB,Education,East,R018,Sawyer Walsh,Inbound,Closed Lost,12200.0,2025-03-11,2025-04-05,2025-Q2,false,true,25,0.0,12200.0,0.0
O01885,A0267,Account 0267,SMB,Manufacturing,Central,R022,Shay Volkov,Inbound,Closed Lost,15000.0,2024-08-07,2024-10-06,2024-Q4,false,true,60,0.0,15000.0,0.0
O01886,A0303,Account 0303,SMB,Energy,Central,R015,Rowan Andersen,Inbound,Closed Lost,16900.0,2025-07-02,2025-08-14,2025-Q3,false,true,43,0.0,16900.0,0.0
O01887,A0130,Account 0130,SMB,Logistics,Central,R002,Jordan Patel,Outbound,Closed Lost,11000.0,2024-08-23,2024-10-20,2024-Q4,false,true,58,0.0,11000.0,0.0
O01888,A0405,Account 0405,SMB,Healthcare,East,R024,Wren Park,Outbound,Closed Won,14100.0,2025-08-17,2025-10-15,2025-Q4,true,true,59,14100.0,0.0,0.0
O01889,A0552,Account 0552,Mid-Market,Manufacturing,Central,R006,Taylor Larsson,Outbound,Closed Lost,74300.0,2024-05-09,2024-07-23,2024-Q3,false,true,75,0.0,74300.0,0.0
O01890,A0076,Account 0076,SMB,Logistics,Central,R009,Drew Mbeki,Inbound,Closed Lost,4300.0,2025-07-05,2025-08-23,2025-Q3,false,true,49,0.0,4300.0,0.0
